Wind AT 2013,Wind AT 2015,Wind AT 2016,Wind 2030 TU EEG Stromzukunft,WEB 2015 Umgebung Wien,Hochrechnung berschuss 2050,Wind AT 2017,Wind AT 2018,Wind AT 2019,Wind AT 2020
849.4108,30.8348,65.1473,1.387889036,0,0,2336.773,904.651,1005,330
653.2458,53.3828,57.023,2.042429763,0,0,2282.317,869.17,1233,611
633.4373,59.5035,74.989,2.797669064,0.008763,0,2142.449,754.714,1318,747
551.6953,85.2065,89.9135,2.624730211,0.069222,0,2108.435,712.919,1364,758
303.8385,122.943,47.7658,2.688214099,0.356256,0,1765.241,652.376,1360,774
266.2838,116.1565,23.3343,3.349322118,0.025659,0,1505.899,565.999,1330,821
178.826,132.1445,19.1895,3.136979479,0.064878,0,1477.244,503.506,1218,814
190.79,154.2485,48.8965,2.195666724,0.087465,0,965.097,473.327,1132,741
285.6378,157.6068,128.1088,2.259150612,0.219582,0,805.943,476.616,1056,827
395.4025,184.1658,220.295,3.224543452,0.445311,0,1072.116,497.19,1076,832
694.0845,143.306,289.2763,3.896596981,0.561576,0,731.689,505.211,1120,668
575.8478,113.7738,345.0618,3.900975181,0.383679,0,672.008,460.854,1095,526
488.992,91.2083,349.913,3.202652459,0.240825,0,798.353,381.479,764,458
595.7445,41.613,316.2835,1.968000383,0.05421,0.9,507.982,343.617,475,288
552.0005,46.2305,265.7155,1.462318416,0.000414,4.4,373.358,321.717,412,110
567.4223,30.903,313.0425,1.022309436,0,7,319.62,297.283,240,21
837.7313,13.9865,483.823,0.737726509,0,8.2,229.058,288.216,197,6
893.556,9.251,614.3428,0.538518462,0,8.2,180.429,335.98,199,4
924.2195,11.5018,754.5328,0.394037893,0,7.1,125.298,426.153,295,5
882.5903,17.7478,883.2785,0.247368233,0,4.7,126.763,474.027,415,4
848.8428,17.774,982.241,0.129156867,0.000828,0.7,147.745,517.011,635,4
887.21,24.9473,963.9828,0.203586247,0.003519,0,193.76,627.368,478,6
646.6615,34.5765,988.8468,0.170749753,0.000621,0,338.582,687.177,324,9
415.287,66.9348,1113.7568,0.107265874,0.027723,0,498.225,713.656,338,35
262.2373,88.0305,1256.6533,0.133535068,0.000483,0,578.678,767.838,442,79
150.833,147.5358,1356.6173,0.207964448,0.019815,0,673.157,887.791,623,135
99.356,204.8938,1112.5015,0.415928895,0.256089,0,857.094,992.127,865,183
73.4075,174.8698,1091.757,0.967581949,0.185067,0,902.527,925.418,894,199
99.7263,143.9198,1245.438,1.368187143,0.083034,0,884.84,937.272,874,241
188.773,143.3283,1257.9205,2.307310798,0.164055,0,855.888,751.54,781,263
193.8313,122.1715,1232.147,2.537166239,0.206031,0,1024.026,760.023,882,290
163.113,108.9925,1224.269,2.646621204,0.110034,0,1163.448,808.334,895,265
105.4828,65.7555,1196.3968,2.788912673,0.454878,0,1101.026,856.968,838,194
64.0555,51.8178,1037.5158,3.546341074,0.655542,0,1228.14,889.26,694,164
74.3803,43.061,785.0613,4.428548142,0.267135,0,1478.48,1103.454,584,198
51.2025,40.7185,529.8175,4.562083201,0.053274,0,1384.803,1134.401,539,204
42.717,14.0988,279.0688,4.93423011,0.085482,0,1144.782,1203.048,348,141
20.9368,5.3623,153.7715,4.522679415,0.010707,0.8,867.505,1168.499,195,65
13.1153,9.3248,86.2835,4.903582716,0,3.6,1001.55,1240.823,136,25
15.1265,5.705,69.0895,5.595338138,0,2.7,1165.281,1464.13,157,38
15.289,4.0103,90.3408,4.735022063,0,6.7,1013.486,1483.209,304,67
26.7968,5.923,127.8078,4.071724935,0,9.4,720.568,1579.052,488,70
49.3403,5.4043,121.922,3.995106454,0,8,832.98,1690.694,639,45
43.827,6.2373,129.6655,3.412806006,0,5.1,857.096,1786.09,710,25
43.8935,6.2363,206.1065,3.036280906,0,1.5,791.769,1822.742,733,19
63.4345,8.8615,213.3633,3.233299853,0,0,548.451,1763.637,512,18
93.404,20.3498,137.1808,2.252583311,0,0,268.011,1619.99,365,26
130.6788,45.2363,66.0245,2.780156272,0.192471,0,211.129,1463.398,332,26
147.629,75.7343,23.0275,2.996877111,0.336666,0,202.779,1383.328,227,21
128.4373,131.5888,22.607,3.644850547,0.077508,0,192.4,1282.143,139,46
79.5178,310.596,18.689,4.135208813,0.095388,0,180.322,1246.419,160,61
96.75,480.6593,13.5578,4.721887462,0.012903,0,207.202,1108.632,156,77
161.737,572.7273,7.9013,5.512152357,0.005802,0,255.402,1235.546,162,63
446.0413,469.1665,8.3353,5.661011117,0,0,352.434,1338.535,199,38
738.8748,505.1003,11.6433,5.689469411,0,0,333.094,1472.571,223,31
845.2123,468.6785,16.99,5.68509121,0,0,200.368,1770.402,253,44
840.436,343.2405,24.0648,5.68071301,0,0,153.738,1806.279,254,86
777.314,189.3813,33.0965,5.612850931,0,0,148.428,1551.604,212,90
692.7268,136.3923,39.7068,4.918906408,0,0,214.806,1298.977,178,77
684.3283,122.3343,43.5755,4.886069923,0,0,457.245,1127.503,166,69
642.049,83.5448,42.1845,5.043685075,0.0015,0,548.222,863.346,111,64
526.465,39.3273,36.025,5.807680777,0,0.1,522.446,716.252,33,34
584.0893,19.8765,52.78,5.323889802,0,3.6,754.547,893.377,5,10
897.6623,20.6515,129.4518,5.588770837,0,6.5,696.842,1083.797,4,22
1019.256,18.8958,341.4388,5.129059956,0,7.8,517.994,1249.049,4,39
1059.076,32.0995,329.6595,4.70875287,0,8.5,340.767,1360.276,4,121
1116.8055,50.5865,178.6723,4.233718287,0.00075,7.1,150.923,1389.215,4,135
1114.6493,61.8303,101.0558,3.96445906,0.00138,5.2,76.062,1332.136,4,79
1124.372,63.2245,63.2995,3.325242025,0.010626,2,57.753,1337.658,5,42
1123.1723,44.0568,51.9425,2.771399871,0.018522,0,70.677,1300.167,7,42
1102.294,31.6903,73.1105,2.784534472,0.157479,0,126.261,1093.51,8,86
1045.2953,47.8073,130.2198,2.217557717,0.139098,0,171.98,953.651,8,143
998.255,55.717,300.0588,2.154073838,0.008556,0,283.969,768.143,8,282
948.7735,59.0608,333.0645,1.937352989,0,0,435.511,566.877,4,420
979.489,75.8223,381.0845,2.127804644,0,0,487.205,399.508,7,491
980.9553,69.8803,322.153,2.611595619,0,0,307.902,319.09,19,436
981.7853,56.1855,174.601,2.499951544,0,0,170.701,245.193,37,620
990.887,71.3085,176.8138,2.574380924,0.077394,0,49.247,186.862,33,772
1050.8203,114.3193,228.054,2.821749158,0.56112,0,69.612,108.385,18,848
1011.6585,253.2308,235.446,2.602839218,0.996843,0,177.81,95.828,17,1063
973.1,482.2575,273.2648,2.178153931,1.029699,0,380.722,110.944,20,1263
988.61,654.106,451.8918,2.003025978,1.564503,0,600.455,110.078,15,1594
1020.599,650.8083,603.0125,1.635257269,1.81338,0,768.931,124.298,12,2010
1015.2073,674.129,721.442,1.972378584,1.426095,0,725.659,144.766,19,1833
1002.2498,687.2195,795.9688,1.897949204,0.768147,1.4,466.833,184.014,35,1805
1000.377,713.6518,798.9248,2.171586631,0.944199,3.4,447.583,137.549,18,1922
999.5485,750.9555,708.3803,3.012200813,0.86457,6.2,639.92,86.836,9,2075
968.9385,724.377,757.718,2.777967172,0.959562,8,677.563,63.493,8,2150
931.1983,789.6938,642.0293,2.502140645,1.111953,9.8,717.882,56.356,14,2293
890.1058,912.43,568.0085,1.882625502,1.333137,11.7,864.639,57.684,16,2344
857.2945,1089.6473,426.5273,1.298135963,2.042823,12.9,1035.273,53.191,22,2389
785.7438,1055.345,407.2185,0.871261576,2.085372,12.1,920.335,49.352,42,2529
751.0033,1228.5285,319.4375,0.534140261,2.032983,10.3,749.132,52.789,40,2635
700.8355,1233.5463,246.6075,0.426874387,1.774077,8.6,733.008,59.028,26,2593
581.673,1185.2198,194.3305,0.238611842,1.537056,5.2,712.669,81.82,17,2559
495.5345,1229.801,197.394,0.120400466,1.403208,2.7,704.56,149.692,48,2686
405.3255,1197.6143,337.9845,0.14448056,1.377636,3.2,666.933,253.112,131,2585
398.9345,1019.2178,532.0693,0.273637427,0.940557,1,536.623,354.579,148,2406
395.7548,878.68,709.4325,0.363390508,0.629802,0,515.077,308.236,188,2291
444.2028,709.7928,635.9283,0.492547375,0.860055,0,389.779,244.181,241,2295
397.0865,585.3595,824.448,0.667675329,0.421509,0,308.718,289.816,247,2225
408.4235,479.3503,873.9838,0.588867748,0.154197,0,215.93,488.344,218,2241
387.2115,426.2418,728.9583,0.477223674,0.234384,0,141.563,889.444,127,2118
388.4803,412.9813,707.0253,0.628271534,0.311892,0,134.361,1131.033,122,1999
361.853,382.5538,757.3753,1.103306108,0.260604,0,118.375,1168.216,118,1896
339.4668,303.5708,785.8878,1.512667702,0.120654,0,111.593,1105.142,77,1954
359.4713,197.8345,845.7563,1.86511271,0.133374,0,100.111,995.783,55,2101
381.4348,152.19,914.5815,2.31606719,0.055935,0,98.204,786.53,41,2097
395.1683,103.009,904.5985,2.782345372,0.008424,0,63.766,649.296,30,1868
322.705,47.9223,851.1293,3.22016526,0.001242,1.2,35.608,740.295,11,1764
209.9303,22.7943,899.0948,3.460966193,0,3.4,30.403,871.198,4,1841
157.2775,2.4983,783.116,4.369442455,0,6.6,56.209,1023.321,4,1897
120.9803,4.0343,572.5558,4.921095509,0,9.5,65.13,1188.127,4,1914
105.405,10.207,394.2918,5.113736264,0,9.8,95.775,1294.708,4,1895
98.177,20.576,270.5868,5.943404945,0,9.4,169.455,1192.119,4,2015
101.0128,39.473,354.289,6.238933365,0.001104,7.8,238.977,1025.793,4,2134
125.6725,78.931,262.0868,5.954350437,0.037536,4.3,271.008,943.432,4,2172
158.8795,154.5513,398.8855,5.617229131,0.092736,0,196.729,1056.639,6,2099
256.6818,254.745,566.6693,5.588770837,0.130779,0,221.924,1184.162,8,2106
353.7565,393.3598,307.534,5.463992171,0.444654,0,287.456,1182.77,15,2074
346.3273,638.5675,376.0603,5.698225803,0.686226,0,373.996,1068.668,16,2049
357.6145,809.3348,350.7705,5.544988851,0.789117,0,383.986,1012.351,11,1790
355.1505,1011.2655,299.0713,5.328268003,1.495245,0.6,392.055,980.496,13,1738
365.4163,1145.9893,316.6973,5.424588376,2.341302,0.6,414.222,935.546,31,1935
365.8625,1234.3268,278.6338,5.00865949,2.83497,1.4,451.783,707.321,53,1964
342.8253,1221.7388,199.3448,4.719698362,2.299791,1.2,515.737,585.254,76,1993
322.7123,1256.4675,170.3183,4.327849569,1.602297,1.7,702.475,581.102,84,2141
287.1718,1217.477,257.8388,4.027942948,1.296333,1.9,878.049,498.69,69,2179
239.1223,1018.9005,224.4233,3.995106454,0.280215,0.7,931.628,354.25,103,2275
227.608,907.0005,183.4555,3.968837261,0.293829,0,1025.682,247.934,116,2139
205.7963,851.6105,172.5648,3.045037298,0.430377,0,1197.653,196.198,186,2214
186.7868,864.848,217.676,3.307729233,0.278277,0,1314.957,140.228,355,2330
154.4483,797.0975,195.5198,2.828316458,0.541095,1.4,1296.36,87.672,649,2334
135.832,687.953,110.2268,2.044618864,0.772749,4.5,1243.415,41.554,523,2374
148.6353,639.5588,80.5355,1.985513176,1.209204,7.9,1187.039,40.826,252,2472
178.576,721.8763,100.1498,2.073077157,1.278348,11.1,1166.011,76.455,102,2539
211.7758,861.4845,162.8958,1.265299469,1.067082,13.6,1212.542,106.799,39,2462
216.0703,898.9648,241.7658,0.958825548,1.241748,13.6,1391.256,142.731,9,2496
203.222,883.0743,289.296,0.724591907,1.514784,12.7,1337.205,187.618,8,2685
197.5183,849.807,280.9025,0.413739795,1.814814,10.3,1313.746,252.863,7,2743
174.2393,870.2803,313.3063,0.304284821,1.764999,7.5,1269.365,374.703,8,2786
142.0693,901.5008,409.8135,0.389659702,2.273157,6.3,1111.546,594.11,11,2821
119.1063,921.876,467.9153,0.715835515,1.818072,2,1106.337,851.223,85,2715
104.9828,1103.2495,746.6593,0.766184802,1.661241,0.8,1192.462,1170.489,256,2511
91.7335,1252.7075,880.6548,1.19743739,1.684263,1.2,1370.123,1301.883,481,2190
108.4165,1166.0668,826.7188,1.762225036,0.603216,1.1,1468.654,1349.125,619,1845
160.3415,1168.1238,789.859,2.186910323,0.528414,1.1,1375.249,1206.734,907,1590
134.2163,1120.4665,929.0288,2.701348691,0.514062,0.2,1371.832,1092.852,886,1361
117.638,764.1965,866.4253,2.418954864,0.375075,0,1430.352,1144.072,636,1194
123.9585,666.872,924.0253,2.103724551,0.464406,0,1353.768,1150.311,775,1100
121.4995,699.7663,1063.6895,1.582718882,0.508065,0,1288.074,1191.984,768,1016
100.413,682.2008,1118.2848,1.225895674,0.515835,0,1221.5,1240.82,674,918
121.1635,600.477,1180.9235,0.844992383,0.551757,0,1041.669,1282.471,887,834
200.9835,626.4428,1363.178,0.501303767,0.518304,0,810.722,1268.924,919,766
214.566,598.3678,1369.7483,0.492547375,0.573762,0,762.296,1259.715,733,708
202.7453,529.1953,1314.2163,0.809966788,0.615735,0,573.517,1251.267,791,725
254.6185,535.4925,1538.8825,0.827479581,0.618396,0,338.767,1162.853,484,677
273.6023,476.267,1513.8673,0.750861101,1.605681,2.3,163.34,1086.198,620,664
286.4025,637.7425,1306.6805,0.803399488,2.203098,5.2,120.498,1250.656,1181,704
273.616,753.0615,1344.275,0.711457315,2.402028,7.9,102.209,1408.934,1307,829
227.7703,748.0808,1358.8313,0.757428401,2.991849,8.7,70.112,1523.924,1564,987
187.2838,760.4885,1274.3925,0.847181474,3.220989,9.1,89.036,1441.303,1899,1079
177.4005,784.5525,1516.5545,1.026687628,2.552796,9.1,117.425,1344.418,2176,1184
170.614,846.8315,1501.0028,0.853748774,2.332863,7.7,133.065,1192.714,1845,1374
167.5958,1085.755,1422.3318,0.577922247,2.397069,7.5,197.122,998.277,2556,1494
226.8483,1169.9493,1267.9418,0.453143581,2.460354,6.5,252.815,793.724,2766,1511
299.5378,1045.6483,1040.879,0.389659702,2.396043,3.7,221.454,631.535,2673,1608
380.5298,875.5283,848.5365,0.245179133,1.529616,0,216.543,476.514,2377,1579
363.004,895.0518,766.6545,0.207964448,0.822684,0,273.234,418.743,2064,1549
303.8858,996.4855,662.873,0.288961128,1.168353,0.9,513.14,453.804,1280,1573
281.116,660.9658,498.107,0.352445007,0.426507,0,731.001,457.269,811,1519
298.6298,742.2718,379.0713,0.337121315,0.450894,0,746.278,443.789,656,1300
280.3663,903.2213,310.481,0.319608513,1.041594,0,815.693,452.437,865,1292
259.7908,826.639,231.198,0.413739795,2.181591,0,890.072,469.086,1288,1232
266.728,741.2428,146.0485,0.3677687,2.142855,0,854.38,453.74,1477,1097
285.8583,653.233,98.0615,0.315230322,1.796253,0,847.478,397.85,1459,1126
285.048,673.891,77.1715,0.394037893,0.875436,0,1035.551,286.873,1564,1153
320.4733,747.2683,59.6,0.385281501,1.098432,0,1443.204,250.054,1677,1005
337.7398,740.4328,49.3298,0.352445007,0.836331,0,1420.953,200.05,1821,855
336.499,639.3075,45.159,0.337121315,1.082643,0,1112.893,153.827,1797,802
346.2605,581.5518,35.733,0.374336,2.522586,0,998.902,89.12,1823,639
391.1028,523.3053,36.714,0.485980075,2.728371,0.9,1039.874,31.936,2016,548
396.7998,499.822,34.9478,0.3677687,2.317098,3.2,1076.363,16.093,2022,729
421.9283,405.9775,56.8933,0.398416094,0.896721,4.3,1139.715,18.716,2006,740
425.651,291.5018,66.4488,0.429063487,0.117639,4.5,1061.932,28.82,2181,677
401.5583,239.6943,73.3103,0.656729828,0.218976,5.4,950.128,47.818,2295,504
371.5483,212.71,68.382,0.982905642,0.000207,5,825.713,93.552,2356,612
354.6503,217.326,70.1668,1.164600896,0.000207,5.2,949.274,237.675,2354,739
322.044,233.2905,74.8283,1.020120336,0,2.7,1020.419,468.399,2331,814
315.1758,202.215,99.5503,0.742104709,0,0.7,865.151,383.872,2230,643
348.7888,164.0763,141.8758,0.536329362,0.034407,0,709.057,253.727,2197,537
367.0368,164.0598,197.8823,0.385281501,1.009338,0,541.988,212.202,2016,362
365.8345,163.6105,390,0.345877707,1.362915,0,526.027,193.567,2020,265
333.8305,463.592,373.7593,0.30209572,1.087779,0,471.971,204.494,1920,199
289.6748,663.9065,276.3983,0.269259226,1.470438,0,399.611,169.442,1975,203
300.8688,238.8728,244.17,0.164182461,1.1394,0,270.823,304.025,2130,274
276.3253,430.3895,192.9278,0.129156867,2.049864,0,279.049,508.396,1962,407
233.0168,755.906,218.5833,0.179506154,3.13632,0,298.561,703.763,2000,613
238.001,917.6768,258.0733,0.175127953,3.722025,0.5,323.784,796.552,1893,577
243.103,1300.943,187.1315,0.194829846,3.701031,2.7,218.828,825.108,1964,522
210.6628,1632.1018,171.8778,0.22328814,4.054743,5.1,107.51,851.41,1772,515
191.477,1693.3733,227.1693,0.236422741,3.455436,5.7,86.89,814.241,1533,519
165.316,1644.2993,378.3463,0.253935534,2.037738,4.6,64.037,697.995,1531,590
139.2383,1582.0103,515.5695,0.280204727,2.234943,3.6,75.588,660.814,1229,770
118.8835,1749.3038,527.2208,0.29333932,2.918175,5.9,64.536,472.493,871,559
95.8115,1792.1143,508.844,0.247368233,2.168694,7.4,41.346,370.301,626,343
59.8665,1685.4275,569.4778,0.124778667,1.933527,7.8,34.607,263.478,547,275
55.2018,1773.1213,610.2783,0.137913268,2.599404,9.9,35.747,160.608,481,296
49.1318,1822.0383,604.6943,0.172938853,2.98704,12.2,32.778,150.568,530,375
37.7408,1899.3613,591.8603,0.214531748,3.091425,13.4,26.346,192.431,594,360
17.7738,1868.031,700.6993,0.304284821,2.859879,13.9,17.227,231.57,678,300
13.7288,1824.0183,816.1058,0.319608513,3.034362,13,18.994,231.955,746,321
8.3135,1780.044,930.5018,0.273637427,2.299566,11.2,16.554,226.596,838,367
8.2578,1681.874,971.4138,0.249557333,1.783995,8.5,16.69,329.528,905,356
6.9938,1448.4305,848.092,0.177317054,1.880748,5.4,17.631,365.232,1127,144
7.6403,1325.1615,757.8755,0.159804261,2.676822,4,26.443,200.532,1339,166
9.2043,1341.2315,893.7483,0.188262555,2.328162,2.2,30.914,263.842,1412,204
12.0643,1616.8675,974.832,0.157615161,2.722554,4.3,39.105,219.673,1432,188
17.645,1922.9685,978.206,0.192640746,2.96595,6.2,55.804,227.979,1413,222
33.7213,1990.5693,865.355,0.172938853,2.984589,6.5,47.5,161.923,1346,271
54.474,2023.219,623.68,0.194829846,3.725124,7,46.084,80.435,1133,497
88.1528,1996.612,396.9355,0.175127953,3.401448,8.1,45.278,51.351,925,559
132.9575,1983.8955,244.233,0.157615161,3.091503,8.1,35.983,39.757,748,396
198.2308,1933.7995,127.0388,0.14885876,3.471903,8,28.341,61.819,648,415
237.468,1846.8158,60.0848,0.133535068,3.426627,7.7,25.063,92.316,499,415
270.39,1853.2463,46.0325,0.142291459,3.549975,7.6,17.479,117.279,449,522
341.828,1856.3075,39.099,0.194829846,3.708483,7.3,11.478,161.69,514,550
361.6415,1829.0703,44.0578,0.242990033,3.468039,7.6,12.675,276.475,584,541
357.3693,1859.437,54.9578,0.29552842,3.499335,9.6,10.647,279.269,520,543
382.0515,1893.698,73.3783,0.339310415,3.586272,12.8,1.475,183.114,397,421
501.4875,1932.9808,169.423,0.238611842,3.786063,15.3,0.946,179.536,328,420
655.9565,1951.353,371.1145,0.271448327,3.437976,16.9,2.178,213.898,368,287
755.101,1922.6468,556.9653,0.615136942,3.486033,17.8,5.244,222.828,355,176
760.0205,1874.649,736.6308,1.19524829,3.132126,18.2,5.777,205.642,455,117
788.6148,1780.977,816.7355,1.891381903,3.124008,17.3,6.888,300.696,586,96
808.459,1728.4575,783.8503,2.548111731,3.036717,16.1,8.082,415.041,661,70
696.9905,1602.798,800.244,2.898367638,2.77296,13,8.599,531.214,714,70
720.0978,1308.5968,708.7343,2.972797018,2.039085,7.9,11.56,263.272,658,80
837.3118,977.6948,770.2638,2.206612225,1.49169,3.7,24.795,234.161,541,61
981.9595,786.967,852.6525,1.280623162,0.887901,0.4,46.258,400.998,548,41
1021.4555,739.0048,933.3088,1.011363935,0.477471,0,65.691,717.284,567,30
990.5178,547.4835,846.6588,1.144899003,0.242565,0,178.189,989.261,604,33
982.8223,354.3738,831.125,1.34410705,0.116811,0,300.852,1149.852,564,23
934.7838,282.7818,752.0155,1.661526462,0.094194,0,406.124,1100.997,501,18
833.6575,283.034,594.4155,1.136142602,0.111057,0,559.264,971.532,554,28
727.8155,299.6835,573.004,0.799021287,0.692955,0,807.962,678.158,462,38
627.1018,210.5865,586.2693,0.735537408,0.830877,0,1151.695,618.031,418,46
606.2295,162.732,511.8423,0.777130294,0,0,1281.293,490.951,388,51
591.5045,131.6918,330.6228,0.844992383,0.691671,0,1356.817,409.128,321,68
584.756,139.619,207.58,1.002607534,0.246306,0,1260.961,397.328,271,73
565.0508,190.7323,212.6008,1.166789996,0.474042,0,1154.977,542.261,301,33
487.7775,203.9173,206.2825,1.236841175,0.10254,0,999.226,659.681,253,12
334.7988,235.4575,225.1873,1.278434061,0.017694,0,734.928,675.874,152,4
154.2065,209.397,200.4905,1.387889036,0.000414,2.3,532.524,839.75,61,4
89.418,176.8183,200.2873,1.746901344,0,4.8,477.408,979.002,39,4
67.8503,211.2853,326.238,1.71625395,0,7.3,497.616,987.121,84,4
67.5803,239.894,688.2088,1.534558696,0.001035,9.1,740.176,781.597,131,8
64.5538,248.5248,819.7058,1.322216057,0.025758,10.2,1089.656,618.228,153,13
72.7218,260.176,812.8968,1.322216057,0.409488,11.1,1265.891,503.117,150,16
63.8835,336.3368,777.3105,1.374754444,1.298325,10.4,1238.96,407.552,117,36
70.324,365.8268,822.144,1.396645437,1.652439,7.6,1295.171,428.14,131,63
62.0625,196.2668,822.3848,1.039822229,0.845586,3.2,1621.939,288.241,79,77
78.2048,243.98,852.1263,1.175546388,0.039039,0.6,1573.961,268.196,42,52
83.5825,398.6268,787.005,1.081415115,0.048336,0,1441.072,296.67,45,57
84.283,679.4225,840.4565,1.000418434,0.595167,0,1265.806,297.709,60,168
74.1373,818.1173,791.9255,0.993851143,3.48753,0.9,1054.703,367.857,77,277
49.8758,617.731,723.6128,0.932556355,3.353811,0,1077.085,409.923,57,337
40.5828,489.014,522.9795,0.851559674,1.74951,0,1193.825,219.813,34,276
18.7638,616.782,368.0515,0.875639767,0.665736,0,1351.6,147.953,26,405
8.1855,720.5448,229.8865,1.131764402,1.873017,0.4,1607.768,84.856,27,655
5.9553,811.0435,284.2928,1.376943544,3.502719,1.1,1511.518,59.448,40,891
9.0263,848.827,311.1968,1.42729283,4.037979,1.5,1193.784,62.27,34,1456
7.997,923.6275,239.4855,1.398834537,4.003902,1.8,841.326,27.19,39,1642
6.9675,1060.323,152.1828,1.285001362,3.691425,1.7,719.794,23.33,30,1790
7.9493,1030.6458,166.4873,1.245597576,3.79716,1.9,717.591,36.949,16,1937
12.262,913.0505,201.9678,1.385699936,3.628374,2.9,618.106,53.133,16,1890
13.8698,695.141,225.4435,1.416347329,0.990447,3.4,492.496,75.787,7,1700
11.7208,416.915,381.359,0.617326042,0.077589,3.6,330.752,115.107,4,1647
12.283,356.366,717.4485,0.485980075,0.030729,4.5,272.782,291.74,4,1702
14.8908,390.3038,1494.3625,0.676431721,0.128154,4.9,277.319,485.871,7,1869
28.572,784.0768,1691.0895,0.851559674,0.985488,7.5,305.693,779.411,20,2073
40.0455,1221.7168,1647.719,1.179924588,2.614302,9.4,324.195,1064.977,22,2238
35.2728,1621.7878,1566.106,1.429481922,3.750795,10.7,260.247,1205.032,22,2277
44.3865,1647.263,1100.604,1.451372924,4.167666,9.4,197.897,1262.79,36,2387
50.0043,1874.4358,983.1055,1.390078136,4.293771,9.2,131.928,1466.414,47,2495
74.0208,1923.047,940.6058,1.429481922,4.406184,8.3,73.079,1659.464,48,2605
79.083,1818.6515,741.63,1.263110369,3.184581,5.9,46.882,1628.503,81,2579
88.7485,1519.0305,599.5663,1.013553035,2.406423,3.7,66.724,1578.61,171,2594
101.0768,1451.6318,592.0298,0.932556355,3.121341,4.3,75.437,1456.925,299,2668
114.2158,1712.9875,652.6453,0.996040243,1.205469,6.6,82.152,1374.73,357,2469
189.5265,1889.1965,704.0858,1.101117008,1.504578,8.5,69.322,1379.944,311,2014
265.456,1247.0083,474.201,0.954447348,3.317613,4.9,64.686,1447.715,267,1808
289.641,1348.7353,369.0505,1.070469623,0.55464,5.4,118.362,1369.727,172,1870
336.3773,1467.067,422.711,1.042011329,2.019201,6.3,198.981,1222.902,140,2123
296.8403,1116.1358,415.1633,0.978527441,1.252989,4.3,260.67,1288.266,61,2370
476.4415,804.5368,373.8933,0.936934555,1.080282,2.5,344.181,1657.195,47,2371
659.0728,597.2495,309.0383,0.980716541,1.235118,1.1,446.623,1881.077,71,2366
818.4005,446.3838,232.1443,1.033254928,0.552531,0,570.754,1857.428,94,2481
763.9363,441.7395,153.6745,1.039822229,0.246975,0,668.787,2047.732,128,2487
773.7135,861.145,135.147,1.094549716,0.238068,2.4,755.39,2073.908,170,2405
862.1225,1685.7015,136.435,0.967581949,0.832665,8.9,704.905,2118.748,189,2556
899.404,1831.6313,134.5518,0.398416094,3.003192,12.1,635.321,1804.284,159,2565
930.7945,1772.548,168.1013,0.22109904,3.846567,13.7,766.539,1453.941,173,2434
929.3513,1686.6818,233.8873,0.238611842,2.820741,14.4,1002.401,1585.166,169,2175
950.0163,1654.7625,266.9298,0.29552842,1.590483,14.9,1293.098,1743.493,131,1910
934.7113,1576.1098,333.3378,0.361201408,0.5586,13.5,1484.851,1657.376,177,1896
916.4688,1485.736,297.4255,0.402794294,1.6215,12.1,1388.037,1190.831,233,1755
901.9975,1400.2275,290.0248,0.391848793,3.633333,10.3,1347.706,1001.222,307,1636
886.2875,1648.8373,282.1803,0.260502835,3.877155,10.1,1355.949,995.103,349,1444
879.7885,1906.0215,264.7955,0.214531748,3.558579,9.4,1359.154,1043.953,346,1255
867.3733,1959.1173,181.0813,0.155426061,3.611946,7.8,1298.733,658.188,337,935
851.9685,1910.1488,110.9255,0.083185781,3.263925,6.6,1362.255,509.208,715,817
812.8145,1961.746,204.9428,0.07224028,4.093719,7.3,1547.887,432.172,1070,833
743.254,2036.4318,273.8115,0.170749753,4.2078,8.3,1645.715,575.585,1527,815
652.699,2015.1105,246.2003,0.271448327,3.770322,8.6,1612.553,891.394,1512,651
586.98,2033.9905,148.9135,0.328364914,3.906903,9,1680.528,1246.661,1556,415
566.1665,1943.0145,109.6815,0.321797613,4.018581,9.1,1673.229,1435.434,1544,257
430.3765,1925.965,134.0815,0.337121315,3.49926,9.5,1628.543,1520.369,1511,90
417.837,1944.9133,98.5235,0.374336,3.802515,9.8,1708.455,1709.836,1492,37
415.3688,1897.135,63.7623,0.400605194,3.883611,9.7,1700.575,2124.132,1439,41
406.9323,1784.6733,49.7373,0.477223674,3.447252,9.1,1622.751,2412.027,1259,86
283.9973,1387.5515,70.5978,0.591056849,1.96671,6.2,1647.105,2578.505,1283,104
233.5855,1662.8153,91.462,0.654540728,1.656225,7.9,1567.252,2591.7,1283,63
142.9038,1923.4263,157.4425,0.632649735,1.860498,11.5,1415.506,2434.393,1177,48
105.4668,1897.5553,169.7195,0.604191441,2.486643,14.2,1281.998,2403.741,906,19
90.1218,1890.6723,123.2675,0.643595236,1.262097,17,1276.447,2460.225,712,7
73.1178,1500.178,131.1553,0.422496187,3.206715,16.1,1519.605,2500.673,580,4
44.0013,1778.8608,137.3763,0.796832187,2.193456,17.4,1957.491,2584.303,525,13
36.0648,1891.7705,117.6908,0.928178154,3.509397,18.2,2072.545,2605.108,510,40
22.0068,1782.6008,147.937,0.864694275,3.079464,16.5,2110.838,2509.03,502,99
11.5093,1914.5415,246.6828,0.788075795,2.960379,16.3,2097.836,2548.078,571,165
7.1923,1756.508,318.4548,0.768373902,3.061845,13.5,2031.239,2629.203,607,330
