"Dach OW (320 kWp, 60%PV/Roof area)","Fassade SO/SW (209 kWp, 22% PV/ ref Area)",Dach+Fass,Var4,Var5
0,0,0,0.531948809,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.733,0.642,2.375,1.195063078,3.096962244
22.781,8.756,31.537,50.96506809,47.47825295
66.967,37.744,104.711,113.1848613,103.6826525
60.17,24.046,84.216,163.5341804,12.3331967
125.002,60.734,185.736,238.3203534,182.2689803
72.531,28.695,101.226,297.184497,187.4973812
143.956,67.251,211.207,267.2824156,203.2335929
71.513,28.396,99.909,244.1717903,173.9326866
70.834,28.042,98.876,209.2125518,135.0239104
20.55,7.708,28.258,164.6308694,94.46099194
23.168,8.695,31.863,92.73762354,3.953181218
4.698,1.749,6.447,47.83895796,11.37860363
0,0,0,0.539235779,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.03,0.38,1.41,1.198706563,3.971398643
3.974,1.477,5.451,52.79045407,33.69494922
18.52,6.942,25.462,103.4494694,64.74837182
11.191,4.182,15.373,154.2177893,92.29311837
14.251,5.334,19.585,401.9601949,9.440269618
45.454,17.141,62.595,316.9977684,125.7475976
149.647,70.26,219.907,306.2276267,125.6601539
124.015,56.244,180.259,450.731885,9.418408708
190.224,98.413,288.637,452.6520016,95.27348909
148.475,89.319,237.794,214.3863005,67.69595118
90.574,68.371,158.945,261.2196566,36.62795464
24.358,24.532,48.89,212.2366444,9.440269618
0,0,0,4.751104431,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.309,2.352,8.661,3.304640889,3.916746368
41.733,30.769,72.502,73.05916109,40.51919661
79.035,57.667,136.702,154.1303457,99.87885412
112.854,68.192,181.046,244.2337296,139.7640843
144.899,83.538,228.437,302.0412625,149.7581637
173.084,97.588,270.672,347.1366762,174.5229312
185.636,102.659,288.295,362.1369039,194.9009428
179.265,97.678,276.943,329.0358428,194.6604727
152.106,80.131,232.237,289.1360386,132.2657922
121.022,70.821,191.843,208.8482033,83.80744182
70.927,50.203,121.13,126.2212506,33.95728014
24.917,24.8,49.717,43.29188869,4.751104431
0,0,0,0.531948809,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.264,2.335,8.599,3.311927859,27.73420777
16.937,6.345,23.282,69.76909414,144.0233183
47.491,19.004,66.495,140.4636335,321.0092453
54.457,20.972,75.429,214.3571526,542.3618891
87.899,35.505,123.404,253.2987202,696.8748007
72.42,27.909,100.329,299.9936239,788.3627089
65.411,25.039,90.45,310.2281732,143.8921528
63.78,24.429,88.209,284.7602131,800.2878353
34.183,12.865,47.048,225.5572255,709.8966161
12.908,4.829,17.737,168.6204855,556.6552808
8.853,3.305,12.158,107.7378513,352.8715216
1.239,0.458,1.697,38.32581865,123.1425058
0,0,0,0.535592294,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.189,0.811,3,5.607323405,2.360978276
8.093,3.02,11.113,96.31916929,55.91656419
15.471,5.794,21.265,218.4633602,322.8054834
23.648,8.877,32.525,340.5528988,471.1390445
28.799,10.825,39.624,442.0312429,680.544701
31.084,11.69,42.774,474.8481122,773.1548026
31.92,12.007,43.927,485.0425832,803.4321629
31.317,11.778,43.095,448.2761762,778.153664
28.706,10.79,39.496,376.3428519,684.195473
24.402,9.162,33.564,325.0899485,536.3574259
12.082,4.519,16.601,219.596484,341.5475703
3.149,1.169,4.318,120.8033884,118.6755932
0,0,0,0.531948809,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5.219,1.944,7.163,9.640661293,36.1506581
18.91,7.089,25.999,133.9964476,152.8296215
34.176,12.861,47.037,264.393132,317.8539873
52.424,19.97,72.394,443.4995673,499.5072187
38.138,14.363,52.501,557.6572391,652.260327
41.638,15.693,57.331,636.1561233,738.4251036
58.614,22.348,80.962,678.3877579,760.1293437
54.278,20.608,74.886,677.7282871,707.4263333
36.858,13.879,50.737,621.2069044,620.0045544
34.233,12.884,47.117,526.2941203,499.7003234
14.849,5.56,20.409,395.2088172,321.5630551
4.919,1.831,6.75,227.491916,113.7678189
0,0,0,2.535865555,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
14.965,8.187,23.152,2.586874345,19.2776791
42.104,30.369,72.473,56.07323405,57.11891424
82.48,51.94,134.42,106.4917794,86.71858633
130.663,81.708,212.371,99.6893929,125.9297718
161.004,88.608,249.612,207.0519652,142.8537596
168.5,85.632,254.132,146.9891151,146.1219657
181.565,92.265,273.83,155.3035478,142.6497245
147.64,68.455,216.095,193.5564968,139.1811267
138.815,65.796,204.611,267.5119552,123.3064626
98.152,49.311,147.463,272.1136767,86.37974222
52.242,27.071,79.313,267.2678417,56.85658332
13.673,7.997,21.67,191.7966935,15.22976727
0,0,0,6.274081159,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
13.354,7.363,20.717,2.57594389,10.27827117
41.176,24.872,66.048,23.75552216,36.23445826
104.805,71.664,176.469,186.4553445,74.63679009
132.188,80.569,212.757,324.00419,100.5856902
146.636,75.946,222.582,461.9319579,120.3333789
164.288,82.157,246.445,648.4820331,121.2697545
169.588,82.059,251.647,427.3334244,129.9886141
117.198,50.014,167.212,328.3362937,112.1901899
84.247,33.997,118.244,254.8508448,88.00473653
43.357,16.601,59.958,321.464681,4.732887006
14.506,5.432,19.938,115.5349091,32.86059116
1.438,0.532,1.97,169.1925126,9.265382338
0,0,0,1.821742497,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
15.652,10.468,26.12,17.08065765,46.0099285
47.678,43.511,91.189,168.9739035,154.9100515
94.626,72.582,167.208,324.1681468,279.2731247
133.01,86.261,219.271,516.8028419,208.5239331
167.55,95.228,262.778,648.7589379,319.8506171
194.741,106.819,301.56,728.9119643,337.9295897
204.924,109.617,314.541,785.3786947,322.7617616
197.268,103.368,300.636,795.507583,392.2539509
172.611,87.513,260.124,743.5806349,57.00596621
134.386,76.359,210.745,629.0076058,129.3947261
85.024,60.4,145.424,463.4039259,73.28870064
32.949,31.746,64.695,214.9000319,2.204308421
0,0,0,2.506717675,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
15.034,8.513,23.547,11.15635105,36.39841508
44.506,25.301,69.807,106.5755795,121.0037801
51.113,20.266,71.379,222.1614975,364.1845425
77.16,30.987,108.147,327.0428565,561.4974723
116.204,50.044,166.248,428.7835314,704.1982056
168.628,80.697,249.325,462.1323496,788.0202213
147.326,64.553,211.879,485.3559229,821.5439268
140.607,61.648,202.255,459.7094321,791.6345585
95.612,39.001,134.613,417.4705105,705.5717994
106.443,52.85,159.293,304.7483718,560.0400783
78.932,50.231,129.163,231.1754793,359.0399417
35.942,32.2,68.142,115.1086214,139.0936831
0.36,0.132,0.492,1.162271713,0.641253359
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0.659470784
1.711,0.634,2.345,21.44919616,46.99366944
27.684,10.403,38.087,180.6476295,188.6669399
14.336,5.367,19.703,338.2502163,356.6243112
43.639,16.454,60.093,529.0522385,525.7439541
48.156,18.206,66.362,659.9043585,668.6159311
62.909,24.037,86.946,738.8441044,720.4627226
132.531,56.465,188.996,794.5894248,734.2460263
176.726,83.64,260.366,802.0039167,704.9596939
120.482,51.481,171.963,748.2078608,612.1346268
108.303,52.961,161.264,636.7864462,341.5876486
35.039,14.409,49.448,473.6785535,297.0168967
11.593,4.695,16.288,226.0928178,112.1246072
0,0,0,3.942250763,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.166,0.06,0.226,0,0.652183814
6.465,2.41,8.875,24.80484584,40.0856219
32.476,13.467,45.943,184.6991848,189.6871157
111.295,73.905,185.2,340.9463952,377.2282188
152.392,89.48,241.872,528.9101426,532.797741
111.267,47.145,158.412,661.0338389,198.4824885
117.582,48.625,166.207,737.7182675,760.5483445
73.838,28.434,102.272,789.4958328,800.5866011
70.274,26.937,97.211,797.9013526,766.975452
72.193,28.085,100.278,747.7087034,665.3950904
88,40.199,128.199,635.8318532,44.53431707
29.471,11.477,40.948,471.7948718,328.1067541
5.317,1.98,7.297,225.6993214,98.57812998
0,0,0,3.920389853,0.630322904
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.167,0.061,0.228,0,1.435533087
11.928,4.46,16.388,4.816687161,57.56341941
19.755,7.407,27.162,88.97026005,131.6536868
37.982,14.304,52.286,167.7351186,76.06867969
54.516,20.842,75.358,242.8674227,204.7055609
27.136,10.196,37.332,194.602177,242.0840734
46.967,17.75,64.717,250.066949,381.9465319
32.047,12.054,44.101,252.1874573,462.3327413
83.365,32.811,116.176,233.0919525,731.1308467
131.059,56.306,187.365,243.4358063,739.4015576
72.894,30.822,103.716,82.6233092,643.5997632
73.899,43.286,117.185,86.47082935,421.5184224
18.109,10.688,28.797,38.69381063,177.5980325
0.572,0.211,0.783,1.184132623,4.820330646
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.168,0.061,0.229,0,0.655827299
13.67,5.156,18.826,14.39905269,55.24616295
38.881,16.6,55.481,57.62900214,126.9645216
68.21,28.922,97.132,107.8981646,155.9775926
93.517,40.11,133.627,154.3708157,482.7034659
103.112,41.644,144.756,181.2123696,340.6986382
101,39.39,140.39,205.7038758,636.2144191
104.988,41.063,146.051,208.3964112,634.6841554
104.928,41.993,146.921,199.7759257,593.8844104
75.436,29.098,104.534,171.2547251,492.6866147
55.538,21.625,77.163,133.9490823,217.9678462
31.214,11.978,43.192,84.28473835,224.0816141
10.667,3.987,14.654,39.88523022,86.39795965
0.165,0.06,0.225,1.165915198,0.641253359
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.17,0.062,0.232,0,0.659470784
20.226,10.998,31.224,21.38361343,63.57881313
53.379,34.482,87.861,78.91788496,182.7134854
92.631,52.882,145.513,139.1191875,66.65027098
136.481,77.142,213.623,193.6876622,397.6280913
159.143,75.176,234.319,235.8719315,423.06326
203.289,98.215,301.504,260.0245935,480.5720271
183.741,84.405,268.146,260.8079428,509.1515234
160.627,70.776,231.403,251.9542743,151.0479574
126.887,53.34,180.227,217.4468279,380.8498429
103.055,48.491,151.546,169.1451473,272.2266248
76.178,45.517,121.695,96.44669126,166.6019948
34.689,27.934,62.623,40.70137086,4.984287471
0.168,0.061,0.229,1.876394772,0.659470784
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.367,0.134,0.501,0,0.644896844
20.498,11.064,31.562,39.77228219,14.18773056
53.983,34.939,88.922,162.6779615,3.060527394
92.279,51.833,144.112,316.1634103,101.2779524
123.899,63.242,187.141,473.2668397,142.3400282
148.552,67.616,216.168,592.5035296,187.9564604
165.286,73.721,239.007,660.4435943,285.3541012
168.763,74.987,243.75,707.1020631,282.6433484
155.913,68.227,224.14,716.4585326,206.855217
132.158,56.418,188.576,678.3148882,190.9841964
104.954,49.721,154.675,585.7557954,151.743863
64.59,35.501,100.091,449.8355877,83.43944983
25.587,18.056,43.643,235.9229403,30.75465683
0.163,0.059,0.222,8.44195473,0.633966389
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.566,0.209,0.775,0,1.395454752
20.949,9.523,30.472,33.68766225,61.9356014
50.125,25.048,75.173,172.7303366,208.6186638
82.74,37.71,120.45,339.4962882,364.8294394
109.177,48.555,157.732,512.9771827,498.2793642
127.963,53.419,181.382,632.8223346,598.9816459
140.734,58.327,199.061,706.3260008,649.6115134
142.869,59.812,202.681,755.0940475,640.8452885
123.355,50.439,173.794,766.5200164,652.2785444
96.612,38.57,135.182,727.7023273,530.986929
74.836,30.669,105.505,626.5045316,224.351232
48.046,21.58,69.626,480.6266794,266.3096051
14.279,6.005,20.284,250.7992895,107.8908776
0.161,0.059,0.22,9.873844332,0.623035934
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.163,0.059,0.222,0,3.049596939
10.842,4.052,14.894,36.97044223,4.955139591
27.408,10.301,37.709,158.6409801,117.2582775
48.396,18.522,66.918,311.0552443,400.0838002
60.297,23.149,83.446,466.770506,417.9113722
71.069,27.22,98.289,579.412488,692.925263
79.534,30.54,110.074,643.8365897,760.7123013
75.112,28.761,103.873,678.1982967,728.256137
68.343,26.107,94.45,676.1543016,695.5412852
56.499,21.47,77.969,626.6867058,634.1011978
40.174,15.143,55.317,521.6851118,532.4588969
24.647,9.258,33.905,387.4081159,337.8020677
9.686,3.619,13.305,199.9981783,139.7276495
0.162,0.059,0.221,6.099193879,0.626679419
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.357,0.131,0.488,0,1.384524297
16.152,6.324,22.476,39.22211595,9.207086578
40.208,16.419,56.627,152.7786127,22.64425923
65.743,26.719,92.462,286.2212506,397.6244478
83.86,33.229,117.089,411.3057339,299.6183449
91.843,35.734,127.577,502.8191465,4.656373822
99.309,38.599,137.908,565.5927495,369.8428747
98.749,38.371,137.12,550.3666257,512.9553218
89.11,34.481,123.591,508.8163228,913.4253313
74.574,28.676,103.25,477.1908731,129.5040306
54.336,20.996,75.332,355.6624311,72.97171745
35.306,13.737,49.043,234.1959284,21.23787403
14.886,5.745,20.631,126.9463041,0.619392449
0.16,0.058,0.218,1.788951132,0.623035934
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.782,0.288,1.07,0.531948809,0.630322904
26.457,13.74,40.197,41.51022453,94.01284328
62.545,48.408,110.953,159.4061119,201.3717721
107.625,70.306,177.931,309.8091725,358.3914014
141.639,78.901,220.54,417.1681013,281.3207633
173.228,82.938,256.166,532.5499841,411.5753518
192.161,89.107,281.268,604.1772555,600.1147698
202.341,93.017,295.358,586.7249624,402.6779615
177.319,79.118,256.437,569.105069,401.9201166
158.33,69.102,227.432,524.8877351,24.5461584
119.773,58.19,177.963,456.1060254,38.15093137
85.368,52.436,137.804,361.4154939,20.37801157
36.595,28.415,65.01,185.3732295,20.42902036
0.554,0.203,0.757,3.880311518,0.626679419
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.151,0.797,2.948,0,3.898528943
20.834,9.277,30.111,20.81522977,79.6611559
40.361,16.35,56.711,16.63979596,226.9089584
90.43,43.614,134.044,91.54620394,398.3422143
135.763,68.305,204.068,76.70264608,322.6233092
213.798,101.387,315.185,329.4111217,641.7853076
149.262,62.69,211.952,327.0501435,700.212233
214.474,96.254,310.728,216.2663388,699.4398142
63.101,24.317,87.418,538.146377,372.564558
29.5,11.094,40.594,567.0282826,572.9525892
9.113,3.403,12.516,378.5107255,435.090404
13.65,5.109,18.759,239.2494421,287.0264608
2.122,0.787,2.909,109.9239423,123.8748463
0.162,0.059,0.221,1.803525072,0.623035934
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.355,0.13,0.485,0,4.718313066
10.747,4.017,14.764,42.49760896,78.13453568
24.089,9.047,33.136,119.9799608,223.3419866
36.41,13.714,50.124,191.6983194,354.9920299
49.936,18.959,68.895,281.4883636,466.9563237
57.993,22.063,80.056,323.515963,407.7132577
63.961,24.387,88.348,350.6745002,585.730291
62.233,23.723,85.956,371.5698866,553.1538917
57.379,21.806,79.185,343.4531129,550.7528351
49.193,18.614,67.807,295.4757025,421.6714487
36.971,13.928,50.899,205.9917111,310.3884866
23.58,8.855,32.435,126.6912602,181.4273352
9.076,3.39,12.466,51.73384342,62.93755978
0.16,0.058,0.218,2.470282826,0.619392449
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.442,0.533,1.975,2.50307419,1.373593843
22.305,10.058,32.363,51.75570433,75.31812178
57.322,33.094,90.416,246.0736895,161.4901854
92.708,47.585,140.293,258.0534681,327.5820923
115.795,51.481,167.276,236.7718723,329.8811313
139.16,57.497,196.657,150.166234,442.129617
152.207,63.139,215.346,253.4335292,149.1642756
135.325,54.668,189.993,495.0694539,461.4036526
120.873,48.274,169.147,662.6806941,461.0429476
99.116,39.097,138.213,330.1216013,387.8963429
103.164,45.941,149.105,123.7181764,304.3257276
49.989,22.249,72.238,92.20567473,244.5689302
29.51,17.492,47.002,121.634103,131.0415813
0.349,0.128,0.477,2.455708886,3.738215603
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.177,0.807,2.984,0.539235779,4.772965341
34.093,18.767,52.86,53.96729972,85.98988933
68.71,54.443,123.153,191.7383978,86.10283736
117.715,76.508,194.223,358.9087762,404.867696
156.387,87.279,243.666,518.0416268,540.212233
190.395,90.136,280.531,627.371681,240.5392358
215.206,99.827,315.033,698.1172291,220.2377374
221.123,101.827,322.95,735.0148017,695.5558592
212.063,95.467,307.53,738.3413035,669.0859407
188.226,81.969,270.195,683.4048367,546.642984
150.858,76.196,227.054,589.0932277,434.8134991
102.806,64.377,167.183,453.3442638,303.1707428
43.01,29.455,72.465,251.4733342,65.69567792
0.982,0.362,1.344,13.92539964,1.373593843
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.428,0.9,3.328,1.187776108,3.02773603
36.137,20.2,56.337,65.59366034,41.14951952
71.885,58.239,130.124,228.4501526,81.48289839
123.75,81.741,205.491,419.6893929,170.2199754
163.38,91.734,255.114,597.9031744,139.3669445
199.289,94.509,293.798,721.0748281,17.7474154
225.25,104.719,329.969,795.2707565,205.8058933
233.492,107.941,341.433,840.544701,288.1522977
222.216,99.885,322.101,845.9115544,272.3067814
198.539,86.215,284.754,792.8915608,19.38698365
160.651,81.39,242.041,680.6685795,164.5835041
109.972,69.436,179.408,525.044405,5.556314615
47.225,32.464,79.689,286.7568429,32.55089493
1.428,0.529,1.957,16.30459535,1.377237328
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.671,0.991,3.662,1.187776108,9.389260828
35.909,19.731,55.64,61.34171335,113.8188277
72.258,56.304,128.562,208.440133,265.1728378
120.604,76.243,196.847,388.2679783,138.7439085
157.986,85.099,243.085,557.3912647,612.7795236
192.284,88.705,280.989,674.9337341,736.7418135
214.906,97.419,312.325,747.4682334,794.057476
217.521,97.53,315.051,794.9719907,791.9588286
205.571,89.847,295.418,798.0398051,754.001002
180.012,76.435,256.447,748.2370087,674.0738717
143.387,70.002,213.389,640.8124972,514.5402377
97.121,57.794,154.915,495.9147425,279.3787858
41.573,26.888,68.461,273.7933233,160.9655235
0.986,0.364,1.35,17.20453614,2.97672724
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.186,0.81,2.996,0.535592294,0.644896844
28.708,14.604,43.312,20.93546477,91.46604727
63.321,36.056,99.377,53.56651637,204.669126
100.598,45.166,145.764,92.8432846,338.946122
127.325,55.138,182.463,125.4706927,455.4210502
147.123,60.338,207.461,153.0919525,128.8117685
174.178,73.08,247.258,164.6308694,544.9050417
163.072,67.174,230.246,166.4708293,541.5311746
144.867,58.146,203.013,159.2895204,508.0803388
117.501,46.349,163.85,139.836954,344.287471
92.937,38.26,131.197,106.0108394,324.2300861
51.231,21.696,72.927,71.91146331,55.74896388
23.745,11.705,35.45,37.88860045,73.50366626
0.358,0.131,0.489,3.231771189,1.384524297
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.238,0.458,1.696,1.191419593,5.716627955
21.967,8.584,30.551,66.28956597,84.65637382
44.27,17.492,61.762,190.117047,168.9228947
65.668,25.6,91.268,348.1386346,291.3767819
94.223,37.018,131.241,484.00419,437.4295213
109.807,42.625,152.432,588.6341486,501.2560915
117.513,45.754,163.267,660.8553081,124.2719862
118.557,46.483,165.04,686.5564512,523.1461493
100.476,38.639,139.115,693.1147242,430.9878399
74.838,28.519,103.357,617.552489,388.8472924
59.349,22.755,82.104,531.0743726,324.9514961
35.005,13.308,48.313,392.1009245,199.9325955
14.897,5.578,20.475,197.3384342,81.23514141
0.358,0.131,0.489,15.75442911,1.388167782
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3.672,1.365,5.037,1.865464317,10.31470602
35.819,20.85,56.669,77.63537824,89.37833037
74.842,50.42,125.262,194.9774559,200.2277178
120.2,70.464,190.664,299.7640843,313.3688573
157.917,80.415,238.332,436.9923031,437.0105206
190.651,84.223,274.874,461.1012433,506.7358929
211.825,92.523,304.348,602.9275402,429.5122284
220.645,96.232,316.877,603.3684019,507.5775379
204.51,86.756,291.266,604.6071868,473.7842146
182.208,75.607,257.815,610.0286924,400.7250535
151.57,73.171,224.741,455.9129207,310.2427472
103.578,60.947,164.525,352.295851,203.0149838
47.005,30.418,77.423,201.40092,70.6763219
2.123,0.787,2.91,12.34777064,1.377237328
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4.723,1.758,6.481,2.58323086,5.74213235
35.537,19.232,54.769,62.61328961,110.9805529
73.219,44.932,118.151,139.9025368,256.745457
118.426,65.881,184.307,256.5232044,369.5513959
155.107,75.859,230.966,382.3946805,53.76690805
186.816,80.475,267.291,467.2988113,377.1662795
207.499,89.394,296.893,433.7860363,497.6271804
213.425,91.289,304.714,433.0281915,567.3817006
188.429,77.984,266.413,457.5889238,405.709341
166.885,67.832,234.717,396.1889147,529.9485358
122.135,54.615,176.75,234.8408252,318.2256228
83.543,43.81,127.353,179.9626543,145.178303
33.199,19.164,52.363,67.91456028,94.00555631
0.566,0.209,0.775,3.996903038,1.399098237
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.488,0.55,2.038,1.205993533,13.42988569
18.428,6.907,25.335,62.86104659,113.2140092
38.393,14.571,52.964,168.0338844,228.1040215
56.844,21.799,78.643,270.1534818,91.5571344
70.337,26.934,97.271,391.9952635,478.2329098
86.688,33.127,119.815,450.5825022,486.4598989
92.722,35.505,128.227,512.0189461,555.8937924
96.749,37.1,133.849,545.2876076,433.7058797
86.821,33.106,119.927,639.1182766,555.3509131
68.075,25.835,93.91,647.6003097,411.4806212
54.028,20.542,74.57,580.8880995,81.50111582
32.233,12.126,44.359,569.1196429,185.1036116
14.603,5.467,20.07,388.1404563,74.07204992
0.364,0.134,0.498,183.9085485,2.218882361
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.487,0.55,2.037,8.015666985,0.652183814
8.694,3.246,11.94,112.2667031,95.38279364
27.893,10.481,38.374,221.7752881,230.0314251
47.682,18.024,65.706,414.4755659,332.9125108
86.658,33.746,120.404,455.5485722,294.9692581
122.161,47.783,169.944,421.9957189,348.8891925
194.264,80.285,274.549,587.2824156,464.103475
160.369,64.26,224.629,361.0875803,464.5406932
110.205,42.445,152.65,431.5197887,545.7976955
130.719,51.228,181.947,568.015667,513.0901307
170.88,78.855,249.735,358.1691488,489.6370178
97.755,52.644,150.399,286.374277,404.5871476
44.224,27.834,72.058,155.620531,254.4063397
3.852,1.433,5.285,123.4849934,12.10001366
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.349,2.366,8.715,4.823974131,36.78462449
42.853,24.425,67.278,71.46695815,161.3590199
82.833,58.956,141.789,146.3442182,379.7349365
134.227,79.189,213.416,316.3455846,283.940429
175.872,89.033,264.905,341.5220659,276.8101289
212.062,91.685,303.747,337.8931548,502.1851801
234.06,100.467,334.527,359.1601767,605.277588
237.056,101.073,338.129,58.09172473,376.8055745
222.777,92.061,314.838,144.6463542,276.5368675
