"Dach OW (320 kWp, 60%PV/Roof area)","Fassade SO/SW (209 kWp, 22% PV/ ref Area)",Dach+Fass,Var4,Var5
92.871,41.981,134.852,508.4884092,552.2758118
79.143,37.485,116.628,452.9726283,436.1105798
44.962,21.671,66.633,356.547798,93.67764267
15.046,7.815,22.861,184.9360113,139.4361707
0,0,0,4.656373822,0.630322904
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.78,0.288,1.068,3.297353919,16.10420367
13.574,5.08,18.654,106.961789,96.53049142
27.489,10.331,37.82,245.1883226,274.5693856
40.215,15.157,55.372,418.7493738,432.5691124
51.452,19.737,71.189,526.7568429,549.0039623
55.236,21.293,76.529,589.4466457,604.7383522
52.888,20.253,73.141,634.5420595,606.4580772
49.225,18.887,68.112,629.9986337,134.0365259
37.739,14.345,52.084,568.7152161,461.7680011
24.647,9.258,33.905,444.1663251,308.2861957
8.379,3.128,11.507,213.8652821,127.5146878
0,0,0,3.898528943,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.561,0.207,0.768,1.151341258,1.388167782
6.601,2.461,9.062,46.35970306,87.73511864
33.974,13.114,47.088,100.3488637,211.828574
20.504,7.692,28.196,148.0712301,305.3932687
49.258,18.843,68.101,190.3465865,238.4077971
55.739,21.491,77.23,212.1164093,550.4759302
70.947,28.117,99.064,204.1335337,535.1077105
61.059,24.384,85.443,186.7978321,552.2211595
49.966,20.005,69.971,144.1799882,436.3546933
31.018,12.877,43.895,91.71380425,304.8904677
20.406,15.011,35.417,41.30983286,55.24251947
0.16,0.058,0.218,1.133123833,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.557,0.205,0.762,1.151341258,15.82365533
9.661,3.61,13.271,65.37505124,92.75219748
19.047,7.143,26.19,168.3253632,123.2736713
23.418,8.793,32.211,267.3771462,358.4569841
25.89,9.728,35.618,336.2317256,621.7060618
27.821,10.459,38.28,354.722412,553.0919525
28.638,10.768,39.406,375.0129799,390.2208863
27.501,10.337,37.838,311.1208271,362.8765314
26.666,10.021,36.687,229.7800246,229.5431981
14.63,5.478,20.108,172.1291615,73.25955276
4.509,1.678,6.187,89.03948627,4.612652002
0,0,0,1.125836863,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.614,0.97,3.584,1.843603407,3.862094093
8.167,3.049,11.216,75.79177483,2.182447511
34.759,13.505,48.264,217.3520973,282.5850526
31.203,11.738,42.941,372.0143918,258.8477479
97.019,52.699,149.718,476.0868971,143.2290386
108.872,56.06,164.932,529.8501617,365.8896935
67.19,27.69,94.88,576.8547616,167.1047957
17.614,6.603,24.217,587.8398688,397.806622
43.048,17.362,60.41,511.2611012,405.8660108
32.798,14.799,47.597,379.6693537,247.3343353
14.143,9.401,23.544,221.7716446,19.31775743
0,0,0,2.462995856,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.563,0.207,0.77,1.173202168,9.301817188
7.664,2.86,10.524,72.69845607,87.99744956
16.781,6.288,23.069,215.104067,159.9417042
23.68,8.892,32.572,364.2756296,391.2884274
30.681,11.54,42.221,474.2396502,116.773694
35.471,13.356,48.827,532.8196019,545.5863734
39.419,14.855,54.274,550.1188687,565.2466184
143.053,89.953,233.006,534.8927449,490.802933
115.323,79.285,194.608,469.6525026,444.188186
79.284,60.6,139.884,347.2314068,287.1211914
36.158,37.526,73.684,198.1873662,90.53331512
0,0,0,1.136767318,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.695,0.628,2.323,0.528305324,3.843876668
25.576,18.821,44.397,19.84606276,63.73548299
58.552,43.792,102.344,45.01890058,122.3664435
90.5,63.886,154.386,30.86396138,159.9161998
112.094,85.008,197.102,52.67021906,161.0238193
131.42,93.881,225.301,41.16409346,143.2290386
136.914,89.208,226.122,73.28505716,116.9194334
123.082,78.622,201.704,382.7408116,63.29097782
104.673,69.308,173.981,344.8084893,63.33834313
55.708,36.681,92.389,313.6311882,61.2797741
22.34,21.575,43.915,222.023045,1.369950358
0,0,0,3.891241973,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.182,0.809,2.991,0.528305324,1.388167782
30.59,24.8,55.39,18.25385982,12.99995446
63.884,59.164,123.048,49.36557818,218.9151523
97.266,79.815,177.081,75.43106982,462.9120554
120.933,103.129,224.062,65.34954684,618.1791684
140.566,110.147,250.713,92.66475384,551.3139318
151.145,109.293,260.438,91.64093455,34.51473334
142.873,101.228,244.101,525.3322403,36.22717129
111.906,79.206,191.112,514.2706198,26.32417908
70.438,53.527,123.965,436.0231361,14.71603589
28.074,28.471,56.545,263.7628091,3.822015758
0,0,0,2.477569796,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.364,0.134,0.498,0.539235779,7.552944391
21.49,12.572,34.062,65.75761716,86.12105479
53.931,36.968,90.899,193.0026871,217.5415585
82.231,52.018,134.249,337.7802068,402.6524571
96.546,57.482,154.028,424.7174022,532.9580544
97.118,48.257,145.375,482.1496561,596.8975725
76.328,33.07,109.398,506.7213189,598.2565924
79.998,37.748,117.746,477.1362208,559.3733206
44.933,18.029,62.962,399.0781983,450.7209546
25.253,10.015,35.268,289.1578995,290.2290841
5.368,1.999,7.367,157.2710297,88.39458942
0,0,0,0.524661839,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.43,0.901,3.331,0.539235779,1.391811267
28.203,21.447,49.65,62.93027281,20.77515143
59.619,50.081,109.7,186.2877442,46.21760714
86.923,56.942,143.865,313.2340484,5.592749465
78.844,37.335,116.179,392.5308558,7.370770142
104.748,56.325,161.073,435.436535,92.9161543
118.222,69.046,187.268,462.7772464,85.26483582
134.874,90.397,225.271,492.2202487,5.570888555
85.21,53.455,138.665,403.8584506,47.0045999
49.822,31.773,81.595,275.9356925,2.171517056
7.371,2.75,10.121,127.0483217,3.843876668
0,0,0,0.524661839,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.478,0.546,2.024,0.535592294,1.388167782
27.305,20.609,47.914,21.74431844,9.236234458
57.321,50.184,107.505,55.12592795,20.75329052
87.382,65.363,152.745,118.7703238,31.77118914
110.509,89.284,199.793,237.4787084,38.93063715
130.35,101.723,232.073,356.1688755,42.02031243
139.644,101.172,240.816,668.3681742,43.05870565
125.922,86.86,212.782,542.9011249,34.80621214
95.679,65.238,160.917,222.6023592,24.68096735
55.763,36.739,92.502,131.7921392,14.94193196
6.344,2.365,8.709,21.26337842,3.009518605
0,0,0,0.524661839,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.256,0.464,1.72,0.539235779,4.842191556
26.67,20.092,46.762,49.07409938,80.98374095
58.299,54.197,112.496,143.0723687,192.776791
91.616,76.587,168.203,252.2457531,396.2253495
116.837,102.776,219.613,343.3365214,519.5937514
137.069,114.189,251.258,393.5182402,595.3928132
147.651,112.987,260.638,400.7177665,595.571344
136.558,100.514,237.072,351.3667623,551.1135401
106.523,79.041,185.564,282.6579223,431.1663706
59.68,40.489,100.169,188.7908184,234.2651546
4.864,1.81,6.674,101.853623,1.391811267
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.241,0.458,1.699,0,3.916746368
25.02,17.632,42.652,52.8305324,80
52.761,43.242,96.003,169.5641481,134.9765451
84.118,64.365,148.483,306.6757754,394.9282689
105.797,83.78,189.577,409.1779387,515.932049
122.844,94.508,217.352,469.4812588,578.8076695
137.904,103.642,241.546,512.4270164,584.3494102
132.963,98.202,231.165,510.8348135,574.9783668
107.103,81.723,188.826,462.4857676,427.1366762
59.863,41.283,101.146,313.201257,220.2523113
5.786,2.156,7.942,152.5017079,15.57589835
0,0,0,0.517374869,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.01,0.372,1.382,0,2.200664936
18.263,10.068,28.331,54.74336203,63.39663889
48.553,26.501,75.054,194.8462905,158.9215284
65.857,33.208,99.065,363.2627408,286.4398597
67.307,30.762,98.069,475.3071913,315.0740083
110.187,70.109,180.296,542.4930546,386.2531311
110.184,69.03,179.214,591.7493282,350.9186137
109.387,71.651,181.038,572.9453022,276.0814319
75.614,48.11,123.724,505.8031607,203.9841508
49.508,34.562,84.07,379.3815184,106.6775971
6.34,2.363,8.703,204.4505169,2.987657695
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.015,0.375,1.39,0.539235779,0.641253359
4.938,1.839,6.777,50.52784989,35.13776928
23.362,8.77,32.132,172.2493965,79.77774742
26.472,9.945,36.417,331.4296124,130.37118
65.34,28,93.34,420.2723505,178.2064945
54.506,21.461,75.967,488.1249715,190.0514642
67.242,27.439,94.681,536.7436353,162.1824475
50.803,20.459,71.262,506.4334836,11.09076832
55.486,28.144,83.63,439.1674637,94.45370497
28.794,14.94,43.734,318.6591975,43.13886232
5.143,1.915,7.058,135.2279455,2.189734481
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.167,0.061,0.228,0,3.064170879
1.955,0.724,2.679,51.63911281,0.644896844
8.119,3.03,11.149,201.3353373,35.41467414
13.015,4.869,17.884,383.3492736,54.40451792
25.451,9.558,35.009,499.4926447,115.8227445
31.487,11.843,43.33,570.0450881,61.80807943
20.819,7.809,28.628,611.467869,3.049596939
129.44,86.035,215.475,594.4637246,494.8472013
97.701,75.318,173.019,515.07583,378.2301772
52.897,36.655,89.552,380.5838685,212.3750968
3.637,1.352,4.989,202.84374,10.23819283
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.794,0.293,1.087,0,0.641253359
10.802,4.037,14.839,49.24169969,33.18121783
20.827,7.813,28.64,181.2415175,86.54734253
9.154,3.418,12.572,339.4489229,122.8291661
9.964,3.723,13.687,449.7809355,166.2230724
12.692,4.748,17.44,516.3583367,177.9295897
37.845,14.252,52.097,568.496607,153.5401011
135.604,91.136,226.74,556.1962017,10.17625359
100.805,78.895,179.7,483.8256592,96.81832673
57.105,40.765,97.87,353.9281323,42.1733388
3.382,1.257,4.639,189.8474291,2.193377966
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.168,0.061,0.229,0,0.648540329
3.947,1.467,5.414,46.88072141,53.82156032
12.234,4.575,16.809,230.6253131,128.4729244
21.519,8.073,29.592,254.1112174,201.9037209
20.639,7.741,28.38,208.1122193,230.894931
27.523,10.341,37.864,239.9708521,284.4177256
28.955,10.883,39.838,279.8123605,265.2165596
129.033,87.62,216.653,348.5430614,206.0755112
98.068,77.453,175.521,396.6734982,136.8456529
42.747,28.733,71.48,260.0573849,65.21109441
0.572,0.211,0.783,23.33652138,2.222525846
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.169,0.062,0.231,0,0.659470784
12.938,4.918,17.856,44.38857767,38.34039259
31.37,12.347,43.717,177.2846928,165.3632099
49.226,20.042,69.268,337.2774058,418.9424785
67.547,30.332,97.879,428.7762445,487.4800747
71.859,31.685,103.544,488.1322585,409.8374095
67.87,29.277,97.147,518.4679146,21.23787403
58.97,25.622,84.592,536.073234,68.6141094
39.275,16.13,55.405,457.0205401,24.20367081
15.823,5.926,21.749,335.9693947,11.36038621
0.367,0.134,0.501,163.0678144,1.424602632
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.168,0.061,0.229,0,0.655827299
3.706,1.377,5.083,37.37122558,54.10210867
10.891,4.071,14.962,169.4621305,125.7913194
13.941,5.217,19.158,391.6637063,227.9619256
12.529,4.686,17.215,355.9830578,288.7971945
12.52,4.682,17.202,238.4333015,316.4949674
10.039,3.751,13.79,312.7166735,407.7533361
118.767,80.92,199.687,354.1248804,170.449515
93.491,76.639,170.13,238.4879537,190.1461948
48.918,35.323,84.241,193.0536959,112.7221387
2.183,0.809,2.992,22.49851983,1.410028692
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.17,0.062,0.232,0,0.659470784
9.328,3.483,12.811,37.8266612,41.47743316
23.775,8.923,32.698,162.9257184,108.6632964
37.89,14.501,52.391,376.2590518,21.48927449
46.573,18.103,64.676,416.8037528,234.7169468
50.343,19.632,69.975,322.546796,243.4941021
50.081,19.642,69.723,419.2376008,219.7567974
41.854,16.232,58.086,55.51942433,195.5385526
28.225,10.607,38.832,21.05569978,137.6107847
12.538,4.689,17.227,11.8959785,69.54319807
0.368,0.135,0.503,3.297353919,1.428246117
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.168,0.061,0.229,0,0.648540329
1.487,0.55,2.037,34.43093319,3.082388304
4.205,1.565,5.77,171.2182903,112.3395728
59.64,33.234,92.874,221.9356014,193.9499932
55.541,23.312,78.853,217.6253587,225.3932687
76.164,38.341,114.505,373.7049688,244.3903994
58.574,24.533,83.107,426.593797,232.9790044
57.338,25.748,83.086,361.8454251,201.9146514
33.648,13.492,47.14,353.265018,133.3296898
18.441,9.932,28.373,248.0557453,3.894885458
0.362,0.133,0.495,14.89092317,1.402741722
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.169,0.061,0.23,0,0
13.124,14.4,27.524,31.62909323,21.01562144
43.047,46.168,89.215,155.2707565,56.35013891
78.899,77.009,155.908,387.3826115,86.61292526
100.873,106.155,207.028,470.286469,115.2397869
118.247,117.336,235.583,291.2419729,9.301817188
128.666,115.17,243.836,175.175115,90.74463725
121.129,102.306,223.435,172.2493965,95.10953227
90.567,78.759,169.326,78.28756205,66.77779296
45.93,34.192,80.122,80.98738443,30.98783987
1.232,0.456,1.688,3.239058159,1.399098237
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
12.391,5.585,17.976,34.49287243,40.07104796
34.908,16.587,51.495,120.7523797,105.2129162
56.187,27.365,83.552,181.5475703,109.4867241
73.749,39.011,112.76,176.993214,414.4354875
69.589,32.295,101.884,279.6921255,503.3547388
64.317,28.507,92.824,349.7308375,507.8143644
61.503,28.979,90.482,353.4435488,462.5586373
45.679,23.46,69.139,261.2488045,331.9615612
18.961,9.457,28.418,302.2817325,158.4624493
0.364,0.134,0.498,67.63765542,3.042309969
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
11.794,9.263,21.057,3.377510589,26.9982238
36.814,26.298,63.112,48.74982921,74.00646719
65.12,47.298,112.418,92.19110079,120.657649
82.192,58.452,140.644,66.42073143,155.3254088
94.051,66.612,160.663,147.7724644,167.3525527
95.852,64.074,159.926,284.7857175,157.332969
88.384,61.112,149.496,285.5107711,10.58068042
68.233,52.552,120.785,287.0665391,6.769595118
39.614,31.472,71.086,231.4706016,36.35104978
1.039,0.383,1.422,54.57576172,0.663114269
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
11.629,7.385,19.014,3.388441044,5.880584779
37.925,22.462,60.387,72.36325545,16.62157854
62.587,34.409,96.996,111.4505625,63.76098738
80.121,46.186,126.307,113.0755568,121.3462677
88.35,50.045,138.395,272.1027463,139.4179533
81.245,42.444,123.689,163.0678144,111.6327367
73.205,39.415,112.62,278.8759849,471.7584369
48.539,26.884,75.423,199.3132031,76.92854215
23.088,13.303,36.391,243.8293027,212.0945484
0.169,0.062,0.231,58.61274309,3.967755158
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5.044,1.877,6.921,3.348362709,10.55153254
11.56,4.322,15.882,26.83062349,34.02650635
20.919,7.846,28.765,44.66183905,53.35155076
26.989,10.138,37.127,62.15056702,75.35820012
28.7,10.785,39.485,81.81445553,81.97841235
26.346,9.895,36.241,73.25590928,5.793141139
21.096,7.913,29.009,57.3958191,57.58528032
11.202,4.188,15.39,39.11645489,42.41745229
6.322,2.356,8.678,23.15799062,19.42706198
0.169,0.061,0.23,2.601448285,0.655827299
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.235,0.828,3.063,2.616022225,14.4937833
4.262,1.586,5.848,25.857813,57.74923715
11.29,4.22,15.51,54.80894476,74.19228492
19.784,7.417,27.201,68.75256183,90.83208089
14.342,5.367,19.709,71.49974951,121.2078153
18.886,7.08,25.966,72.36689894,118.7593934
102.598,74.187,176.785,75.13959102,90.47866284
75.255,65.938,141.193,58.30304686,75.95937514
43.102,38.01,81.112,31.92057203,2.248030241
0.368,0.134,0.502,2.608735255,0.652183814
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.269,0.469,1.738,29.47215011,4.922348226
4.518,1.68,6.198,186.5500751,14.5192877
9.616,3.591,13.207,284.8513003,3.129753609
15.197,5.689,20.886,375.125928,68.45743954
19.461,7.296,26.757,278.4205493,204.541604
18.586,6.966,25.552,207.9191146,281.5903812
104.604,78.096,182.7,104.4368539,239.6939473
81.788,77.941,159.729,87.65860546,229.8638247
45.399,44.14,89.539,28.19328688,65.87420868
0.579,0.213,0.792,1.880038257,0.648540329
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.614,2.465,9.079,10.5369586,14.42820057
18.566,6.959,25.525,113.2140092,53.16573302
28.366,10.659,39.025,281.2442501,97.35391902
33.302,12.528,45.83,396.852029,119.7686387
30.325,11.401,41.726,390.0933643,117.3712256
28.255,10.618,38.873,474.5056246,115.0612561
24.185,9.08,33.265,393.7659972,84.64544337
17.311,6.486,23.797,289.5186045,52.82688892
7.093,2.645,9.738,142.893838,21.3180307
0.168,0.061,0.229,9.494921893,0.652183814
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9.7,6.099,15.799,8.879172929,17.39399736
24.71,11.223,35.933,123.8748463,62.87197705
38.248,15.342,53.59,263.6097828,108.3463132
35.604,13.401,49.005,365.5399189,144.4095277
42.08,16.12,58.2,428.2224348,166.6602906
37.864,14.258,52.122,492.5918841,124.6144737
34.137,12.917,47.054,476.0358883,77.65359566
21.829,8.19,30.019,384.7010065,46.21032017
17.559,10.652,28.211,213.8798561,26.32417908
0.579,0.213,0.792,8.664207314,0.648540329
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2.946,1.094,4.04,1.876394772,29.53408936
11.97,4.477,16.447,102.0394407,80.09837409
20.368,7.639,28.007,165.7202714,93.39709432
26.934,10.119,37.053,246.0190372,276.8028419
26.028,9.777,35.805,297.8876896,80.22953955
26.857,10.09,36.947,338.7712347,291.8832263
21.966,8.242,30.208,264.4987931,204.0424466
13.53,5.063,18.593,247.2286742,115.5421961
4.683,1.743,6.426,178.9133306,52.69572346
0.167,0.061,0.228,14.97107984,0.641253359
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7.196,9.07,16.266,10.34021041,14.13672177
34.164,44.377,78.541,123.5068543,55.26073689
72.488,80.711,153.199,277.8558091,75.62053104
90.761,95.506,186.267,374.8453796,115.0284647
85.685,67.232,152.917,423.2199299,130.37118
68.145,40.011,108.156,412.4461447,11.13084665
18.456,6.919,25.375,396.0650362,154.6805119
18.517,6.942,25.459,320.0655827,82.5978048
26.482,20.054,46.536,192.8387302,21.78804026
0.165,0.06,0.225,3.964111673,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3.646,1.355,5.001,4.022407433,3.920389853
8.038,2.999,11.037,79.151068,73.63118823
29.751,11.186,40.937,160.7323405,148.7051965
41.81,16.581,58.391,202.5231134,156.2872888
46.11,18.438,64.548,212.5937059,193.738671
35.276,13.28,48.556,234.899121,215.7526074
28.668,10.777,39.445,215.6979551,185.4643166
19.094,7.16,26.254,168.1322585,138.2301772
10.271,3.99,14.261,74.62585963,6.496333743
0.164,0.06,0.224,1.158628228,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1.921,0.711,2.632,7.855353646,3.02044906
11.432,4.274,15.706,127.2377829,57.75652412
18.531,6.948,25.479,281.9146514,157.5952999
21.844,8.198,30.042,395.132304,144.5880585
21.26,7.977,29.237,469.812816,181.8244751
22.925,8.605,31.53,505.4424557,193.9900715
20.958,7.863,28.821,484.7511044,141.1413217
12.442,4.655,17.097,401.6723596,119.3824293
3.348,1.244,4.592,212.3532359,28.32080885
0,0,0,6.113767819,0.626679419
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.789,0.291,1.08,5.58910598,0.644896844
5.695,2.122,7.817,115.4802569,79.50084256
10.748,4.017,14.765,249.6588787,155.6314615
15.421,5.775,21.196,353.9754976,218.6090996
15.972,5.982,21.954,416.4466913,220.8024776
14.859,5.564,20.423,456.1752516,248.128615
13.753,5.147,18.9,445.5544929,136.2991301
8.322,3.106,11.428,390.9495833,237.1908731
2.661,0.987,3.648,205.6273626,137.2209318
0,0,0,5.483444915,1.399098237
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.795,0.293,1.088,1.195063078,3.082388304
7.045,2.627,9.672,55.50485039,19.2048094
11.623,4.346,15.969,126.6657558,37.73193059
15.498,5.804,21.302,212.3605228,48.26160222
15.476,5.796,21.272,297.0351141,54.61948354
